"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"HMST","HomeStreet, Inc.","50.74","139585740","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hmst",
"HPJ","Hong Kong Highpower Technology","1.18","16026760","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj",
"HOFT","Hooker Furniture Corporation","12.61","136099730","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hoft",
"HFBC","HopFed Bancorp, Inc.","8.5401","63982429.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbc",
"HBNC","Horizon Bancorp (IN)","17.64","88094160","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc",
"HZNP","Horizon Pharma, Inc.","3.36","65617440","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp",
"HRZN","Horizon Technology Finance Corporation","16.84","128438680","n/a","1983","n/a","n/a","http://www.nasdaq.com/symbol/hrzn",
"ZINC","Horsehead Holding Corp.","11.23","490706080","n/a","2007","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/zinc",
"HOTT","Hot Topic, Inc.","8.04","339665880","n/a","1996","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/hott",
"HWCC","Houston Wire & Cable Company","14.39","255667130","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hwcc",
"HOVNP","Hovnanian Enterprises Inc","3.37","18872000","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp",
"HSNI","HSN, Inc.","36.8","2173297600","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hsni",
"HUBG","Hub Group, Inc.","35.59","1311811810","n/a","1996","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/hubg",
"HCBK","Hudson City Bancorp, Inc.","7.01","3697613770","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hcbk",
"HHGP","Hudson Highland Group, Inc.","4.98","163597980","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/hhgp",
"HDSN","Hudson Technologies, Inc.","2.83","67300230","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn",
"HGSI","Human Genome Sciences, Inc.","9.25","1837651250","n/a","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hgsi",
"HBAN","Huntington Bancshares Incorporated","6.09","5262216750","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hban",
"HBANP","Huntington Bancshares Incorporated","1145","651505000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp",
"HPCCP","Huntington Preferred Capital, Inc.","27.44","54880000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hpccp",
"HURC","Hurco Companies, Inc.","25.09","161604690","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","38.07","861676380","n/a","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hurn",
"HTCH","Hutchinson Technology Incorporated","2.33","54473070","n/a","1985","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/htch",
"HYGS","Hydrogenics Corporation","5.52","36454080","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs",
"IDSY","I.D. Systems, Inc.","6","72330000","n/a","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy",
"IACI","IAC/InterActiveCorp","45.81","3492691830","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/iaci",
"IBKC","IBERIABANK Corporation","53.64","1574602200","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkc",
"ICAD","icad inc.","0.56","30622480","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","40.88","4053742560","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/iep",
"ICFI","ICF International, Inc.","27.51","543762660","n/a","2006","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icfi",
"ICGE","ICG Group, Inc.","10.46","391706080","n/a","1999","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icge",
"ICLR","ICON plc","20.25","1223039250","n/a","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","21.04","1549511840","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","46.68","645631080","n/a","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui",
"IDIX","Idenix Pharmaceuticals, Inc.","11.91","1274989320","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/idix",
"INVE","Identive Group, Inc.","2.23","128479220","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","1.45","40069300","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","88.49","4968625010","n/a","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/idxx",
"IROQ","IF Bancorp, Inc.","11.5","55326500","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq",
"IGTE","iGATE Corporation","17.76","1005375840","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/igte",
"IGOI","iGo, Inc","0.6869","23138913.4","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/igoi",
"IIVI","II-VI Incorporated","23.45","1470666750","n/a","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/iivi",
"IKAN","Ikanos Communications, Inc.","0.85","58532700","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ikan",
"IKNX","Ikonics Corporation","8.9","17657600","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"ILMN","Illumina, Inc.","51.82","6292968980","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","7.15","35013550","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","6.52","188186760","n/a","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","5.048","15149048","n/a","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMGN","ImmunoGen, Inc.","14.1","1077747600","n/a","1989","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","3.8","286846800","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IPXL","Impax Laboratories, Inc.","23.12","1535861600","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipxl",
"IPSU","Imperial Sugar Company","5.99","73335570","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/ipsu",
"IMRS","Imris Inc","2.78","123871240","n/a","1991","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/imrs",
"SAAS","inContact, Inc.","5.53","240284030","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/saas",
"INCY","Incyte Corporation","17.57","2219196420","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","28.4","610145600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","1.6601","13735667.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcp",
"IBCPO","Independent Bank Corporation","15","5505000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibcpo",
"INCB","Indiana Community Bancorp","22.24","76105280","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/incb",
"IDSA","Industrial Services of America, Inc.","6.47","44908270","n/a","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","8.37","893932740","n/a","1981","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","6.25","166743750","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","59.4","702999000","n/a","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ipcc",
"INFA","Informatica Corporation","48.33","5139750510","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/infa",
"III","Information Services Group, Inc.","1.26","45565380","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","0.82","11630880","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"INSP","InfoSpace, Inc.","12.37","487749100","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/insp",
"INFY","Infosys Limited","59.6","34054605600","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/infy",
"IMKTA","Ingles Markets, Incorporated","17.62","228002800","n/a","1987","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","11.44","532406160","n/a","2006","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/inwk",
"INOD","Innodata Isogen Inc","5.64","139257240","n/a","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","49.97","1080201490","n/a","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","30.2","701364800","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iosp",
"INOC","Innotrac Corporation","1.2375","16130812.5","n/a","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/inoc",
"ISSC","Innovative Solutions and Support, Inc.","3.89","65367560","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/issc",
"NSIT","Insight Enterprises, Inc.","21.98","964394480","n/a","1995","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","2.16","31484160","n/a","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","4.59","113983470","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"IIIN","Insteel Industries, Inc.","13.07","230149630","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","20.27","960676380","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/podd",
"IART","Integra LifeSciences Holdings Corporation","31.41","842447610","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iart",
"INMD","IntegraMed America, Inc.","10.44","123651360","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/inmd",
"IDTI","Integrated Device Technology, Inc.","6.98","991515980","n/a","1984","Technology","Semiconductors","http://www.nasdaq.com/symbol/idti",
"IESC","Integrated Electrical Services, Inc.","2.41","36183740","n/a","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"ISSI","Integrated Silicon Solution, Inc.","10.92","293704320","n/a","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/issi",
"INTC","Intel Corporation","27.37","139368040000","n/a","1971","Technology","Semiconductors","http://www.nasdaq.com/symbol/intc",
"PEER","IntelePeer, Inc.","n/a","0","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/peer",
"IPCI","Intellipharmaceutics International Inc.","3.5","54974500","n/a","1994","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","17.46","533210940","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","15.66","713610540","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ibkr",
"ININ","Interactive Intelligence Group, Inc.","28.79","543727940","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inin",
"IDCC","InterDigital, Inc.","39.12","1779764400","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/idcc",
"IFSIA","Interface, Inc.","12.86","753583140","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/ifsia",
"IMI","Intermolecular, Inc.","8.09","341851040","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/imi",
"ITMN","InterMune, Inc.","14.79","968863320","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itmn",
"INAP","Internap Network Services Corporation","7.49","393045240","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","19.75","1328740500","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","26.15","707043700","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","8.4","161305200","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","7.34","606100500","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji",
"PTNT","Internet Patents Corporation","8","56488000","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ptnt",
"INPH","Interphase Corporation","4.95","34130250","n/a","1984","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/inph",
"INTX","Intersections, Inc.","13.12","226280640","n/a","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"ISIL","Intersil Corporation","11.63","1470276230","n/a","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/isil",
"IILG","Interval Leisure Group, Inc.","13.64","764030960","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/iilg",
"IBCA","Intervest Bancshares Corp.","3.33","70349580","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibca",
"INTT","inTest Corporation","3.7","38431900","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/intt",
"IVAC","Intevac, Inc.","9","207720000","n/a","1985","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","23.52","428557920","n/a","1981","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"IIN","IntriCon Corporation","6.93","38953530","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","57.38","17074566600","n/a","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","505.99","19730574060","n/a","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
"SNAK","Inventure Foods, Inc.","4.18","75942240","n/a","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak",
"ISBC","Investors Bancorp, Inc.","15.26","1697369800","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/isbc",
"IRET","Investors Real Estate Trust","7.69","629088140","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iret",
"IRETP","Investors Real Estate Trust","27.01","31061500","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iretp",
"ITIC","Investors Title Company","47.6","100959600","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic",
"IPAS","iPass Inc.","2.12","125014280","n/a","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas",
"IPCM","IPC The Hospitalist Company, Inc.","35.05","576362200","n/a","2008","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ipcm",
"IPGP","IPG Photonics Corporation","58.74","2792558340","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp",
"IRIX","IRIDEX Corporation","4.1","36703200","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","8.07","590764350","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm",
"IRDMU","Iridium Communications Inc","9.7","7808500","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmu",
"IRDMW","Iridium Communications Inc","1.86","23897280","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmw",
"IRDMZ","Iridium Communications Inc","1.5","415500","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmz",
"IRIS","IRIS International, Inc.","11.54","206496760","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/iris",
"IRBT","iRobot Corporation","26","702962000","n/a","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt",
"IRWD","Ironwood Pharmaceuticals, Inc.","14.79","885551250","n/a","2010","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd",
"FCHI","iShares FTSE China (HK Listed) Index Fund","48.26","62738000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fchi",
"IFSM","iShares FTSE Developed Small Cap ex-North America Index Fund","35.11","28088000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifsm",
"IFAS","iShares FTSE EPRA/NAREIT Asia Index Fund","29.31","20517000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifas",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","26.97","8091000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","29.1899","315250920","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl",
"IFNA","iShares FTSE EPRA/NAREIT North America Index Fund","45.6628","9132560","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifna",
"SOXX","iShares Goldman Sachs Semiconductor Index Fund","58.65","310845000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx",
"AXFN","iShares MSCI ACWI ex US Financials Sector Index Fund","21.3999","2139990","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axfn",
"ACWX","iShares MSCI ACWI ex US Index Fund","40.76","554336000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","46.3","921370000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","57.81","1300725000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj",
"EMFN","iShares MSCI Emerging Markets Financials Sector Index Fund","24.6","2460000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emfn",
"EMMT","iShares MSCI Emerging Markets Materials Sector Index Fund","22.88","2288000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emmt",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","18.06","1806000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn",
"FEFN","iShares MSCI Far East Financials Sector Index Fund","23.23","2323000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fefn",
"IBB","iShares NASDAQ Biotechnology Index Fund","119.04","2220096000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","34.2","37620000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","10.08","38304000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln",
"NUCL","iShares S&P Global Nuclear Index Fund","34.982","13293160","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nucl",
"WOOD","iShares S&P Global Timber &Forestry Index Fund","41.041","50480430","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","25.96","27258000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy",
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fund","99.7436","119692320","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg",
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","101.32","131716000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov",
"GNMA","iShares Trust iShares Barclays GNMA Bond Fund","50","5000000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma",
"AXJS","iShares Trust iShares MSCI All Country Asia ex Japan Small Cap Index Fund","58.74","11748000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axjs",
"AAIT","iShares Trust iShares MSCI All Country Asia Information Technology Index Fund","26.96","5392000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aait",
"EEML","iShares Trust iShares MSCI Emerging Markets Latin America Index Fund","57.48","5748000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeml",
"EEMA","iShares, Inc. iShares MSCI Emerging Markets Asia Index Fund","56.58","11316000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema",
"EMDI","iShares, Inc. iShares MSCI Emerging Markets Consumer Discrectionary Sector Index Fund","51.92","10384000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emdi",
"EEME","iShares, Inc. iShares MSCI Emerging Markets EMEA Index Fund","55.91","5591000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeme",
"EMEY","iShares, Inc. iShares MSCI Emerging Markets Energy Sector Capped Index Fund","49.61","9922000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emey",
"EGRW","iShares, Inc. iShares MSCI Emerging Markets Growth Index Fund","54.86","10972000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/egrw",
"EVAL","iShares, Inc. iShares MSCI Emerging Markets Value Index Fund","51.56","10312000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eval",
"ISIS","Isis Pharmaceuticals, Inc.","8.49","846699210","n/a","1991","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/isis",
"ISLE","Isle of Capri Casinos, Inc.","5.95","230437550","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/isle",
"ISRL","Isramco, Inc.","82.78","224996040","n/a","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"ISTA","ISTA Pharmaceuticals, Inc.","8.3","344474900","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ista",
"ITRI","Itron, Inc.","47.88","1950248160","n/a","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","13.5","316912500","n/a","1984","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/itrn",
"IVAN","Ivanhoe Energy, Inc.","0.955","328652745","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ivan",
"XXIA","Ixia","14.36","1001466400","n/a","2000","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/xxia",
"IXYS","IXYS Corporation","12.95","403768050","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ixys",
"JJSF","J & J Snack Foods Corp.","51.08","953867920","n/a","1986","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jjsf",
"JAX","J. Alexander&#39;s Corporation","7.05","42250650","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jax",
"MAYS","J. W. Mays, Inc.","15.55","31348800","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","51.76","6041996560","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","30.21","1433162400","n/a","1999","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcom",
"JASO","JA Solar Holdings, Co., Ltd.","2.02","345420000","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/jaso",
"JCDA","Jacada Ltd.","1.93","8026870","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/jcda",
"JKHY","Jack Henry & Associates, Inc.","33.91","2935893890","n/a","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","23.6","1037715600","n/a","1996","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jack",
"JXSB","Jacksonville Bancorp Inc.","14.26","27536060","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb",
"JAXB","Jacksonville Bancorp, Inc.","3.015","17758350","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jaxb",
"JAKK","JAKKS Pacific, Inc.","15.06","391273860","n/a","1996","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jakk",
"JMBA","Jamba, Inc.","1.8","120769200","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jmba",
"JRCC","James River Coal Company","6.96","248110080","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/jrcc",
"JAZZ","Jazz Pharmaceuticals plc","47.21","2653107580","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz",
"JDAS","JDA Software Group, Inc.","26.82","1141217820","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/jdas",
"JDSU","JDS Uniphase Corporation","14.93","3361101320","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/jdsu",
"JFBI","Jefferson Bancshares, Inc.","2.25","14922000","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jfbi",
"JFBC","Jeffersonville Bancorp","11.28","47770800","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jfbc",
"JBLU","JetBlue Airways Corporation","5.81","1726505410","n/a","2002","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu",
"JCTCF","Jewett-Cameron Trading Company","8.95","16629100","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf",
"DATE","Jiayuan.com International Ltd.","7.2","225072000","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/date",
